H202303231529_POSTEDTRANSACTION.TXT                00000001312023-03-23T15:41:46.555-05:00     2023-02-23T23:59:59.999-06:00     
0033081736                                                  0033081739                                                  null                                              0000000002685573415                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:12.572-06:00     2023-02-23T08:34:12.572-06:00     2023-02-23T08:34:12.572-06:00     0000000002685573414      00000000000000000000000000000001220872800330817390012208354   
0033081741                                                  0033081744                                                  null                                              0000000002685573434                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:15.867-06:00     2023-02-23T08:34:15.867-06:00     2023-02-23T08:34:15.867-06:00     0000000002685573433      00000000000000000000000000000001220872800330817440012208354   
0033081746                                                  0033081749                                                  null                                              0000000002685573453                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:19.119-06:00     2023-02-23T08:34:19.119-06:00     2023-02-23T08:34:19.119-06:00     0000000002685573452      00000000000000000000000000000001220872800330817490012208354   
0033081751                                                  0033081754                                                  null                                              0000000002685573472                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:21.578-06:00     2023-02-23T08:34:21.578-06:00     2023-02-23T08:34:21.578-06:00     0000000002685573471      00000000000000000000000000000001220872800330817540012208354   
0033081756                                                  0033081759                                                  null                                              0000000002685573491                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:24.064-06:00     2023-02-23T08:34:24.064-06:00     2023-02-23T08:34:24.064-06:00     0000000002685573490      00000000000000000000000000000001220872800330817590012208354   
0033081761                                                  0033081764                                                  null                                              0000000002685573510                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:26.712-06:00     2023-02-23T08:34:26.712-06:00     2023-02-23T08:34:26.712-06:00     0000000002685573509      00000000000000000000000000000001220872800330817640012208354   
0033081766                                                  0033081769                                                  null                                              0000000002685573529                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:29.237-06:00     2023-02-23T08:34:29.237-06:00     2023-02-23T08:34:29.237-06:00     0000000002685573528      00000000000000000000000000000001220872800330817690012208354   
0033081771                                                  0033081774                                                  null                                              0000000002685573548                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:34:31.599-06:00     2023-02-23T08:34:31.599-06:00     2023-02-23T08:34:31.599-06:00     0000000002685573547      00000000000000000000000000000001220872800330817740012208354   
0033083269                                                  0033083275                                                  null                                              0000000002685577743                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:56:50.779-06:00     2023-02-23T08:56:50.779-06:00     2023-02-23T08:56:50.779-06:00     0000000002685577742      00000000000000000000000000000001220872800330832750012208354   
0033083289                                                  0033083295                                                  null                                              0000000002685577807                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:56:53.633-06:00     2023-02-23T08:56:53.633-06:00     2023-02-23T08:56:53.633-06:00     0000000002685577806      00000000000000000000000000000001220872800330832950012208354   
0033083307                                                  0033083314                                                  null                                              0000000002685577873                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:56:56.293-06:00     2023-02-23T08:56:56.293-06:00     2023-02-23T08:56:56.293-06:00     0000000002685577872      00000000000000000000000000000001220872800330833140012208354   
0033083321                                                  0033083327                                                  null                                              0000000002685577915                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:56:58.667-06:00     2023-02-23T08:56:58.667-06:00     2023-02-23T08:56:58.667-06:00     0000000002685577914      00000000000000000000000000000001220872800330833270012208354   
0033083342                                                  0033083346                                                  null                                              0000000002685577971                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:57:00.939-06:00     2023-02-23T08:57:00.939-06:00     2023-02-23T08:57:00.939-06:00     0000000002685577970      00000000000000000000000000000001220872800330833460012208354   
0033083353                                                  0033083359                                                  null                                              0000000002685578017                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:57:03.684-06:00     2023-02-23T08:57:03.684-06:00     2023-02-23T08:57:03.684-06:00     0000000002685578016      00000000000000000000000000000001220872800330833590012208354   
0033083368                                                  0033083375                                                  null                                              0000000002685578077                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:57:05.954-06:00     2023-02-23T08:57:05.954-06:00     2023-02-23T08:57:05.954-06:00     0000000002685578076      00000000000000000000000000000001220872800330833750012208354   
0033083387                                                  0033083390                                                  null                                              0000000002685578147                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T08:57:09.841-06:00     2023-02-23T08:57:09.841-06:00     2023-02-23T08:57:09.841-06:00     0000000002685578146      00000000000000000000000000000001220872800330833900012208354   
0033085813                                                  0033085820                                                  null                                              0000000002685584229                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:29.825-06:00     2023-02-23T09:06:29.825-06:00     2023-02-23T09:06:29.825-06:00     0000000002685584228      00000000000000000000000000000001220872800330858200012208354   
0033085823                                                  0033085829                                                  null                                              0000000002685584272                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:32.823-06:00     2023-02-23T09:06:32.823-06:00     2023-02-23T09:06:32.823-06:00     0000000002685584271      00000000000000000000000000000001220872800330858290012208354   
0033085835                                                  0033085839                                                  null                                              0000000002685584298                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:35.738-06:00     2023-02-23T09:06:35.738-06:00     2023-02-23T09:06:35.738-06:00     0000000002685584297      00000000000000000000000000000001220872800330858390012208354   
0033085844                                                  0033085850                                                  null                                              0000000002685584325                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:38.071-06:00     2023-02-23T09:06:38.071-06:00     2023-02-23T09:06:38.071-06:00     0000000002685584324      00000000000000000000000000000001220872800330858500012208354   
0033085853                                                  0033085856                                                  null                                              0000000002685584347                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:40.511-06:00     2023-02-23T09:06:40.511-06:00     2023-02-23T09:06:40.511-06:00     0000000002685584346      00000000000000000000000000000001220872800330858560012208354   
0033085862                                                  0033085865                                                  null                                              0000000002685584383                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:42.975-06:00     2023-02-23T09:06:42.975-06:00     2023-02-23T09:06:42.975-06:00     0000000002685584382      00000000000000000000000000000001220872800330858650012208354   
0033085871                                                  0033085874                                                  null                                              0000000002685584407                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:46.083-06:00     2023-02-23T09:06:46.083-06:00     2023-02-23T09:06:46.083-06:00     0000000002685584406      00000000000000000000000000000001220872800330858740012208354   
0033085880                                                  0033085883                                                  null                                              0000000002685584428                                                  RSVDEP0001500000CProgram Reserve to Internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   2023-02-23T09:06:48.529-06:00     2023-02-23T09:06:48.529-06:00     2023-02-23T09:06:48.529-06:00     0000000002685584427      00000000000000000000000000000001220872800330858830012208354   
0033055755                                                  0033055758                                                  null                                              0000000002685584972                                                  UNKWTH0000000101DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY TEST LOCAL 1116015017                                                                                                                                                                                                                 2023-02-23T09:29:50.784-06:00     2023-02-23T09:29:50.784-06:00     2023-02-23T09:29:50.784-06:00     0000000002685584971      00000000000000000000000000000003305575800000000000012208354   
0033055755                                                  0033055758                                                  null                                              0000000002685584978                                                  UNKWTH0000000101DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Test Local 2226051918                                                                                                                                                                                                                 2023-02-23T09:29:50.877-06:00     2023-02-23T09:29:50.877-06:00     2023-02-23T09:29:50.877-06:00     0000000002685584977      00000000000000000000000000000003305575800000000000012208354   
0033055760                                                  0033055763                                                  null                                              0000000002685585033                                                  UNKWTH0000000100DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY TEST LOCAL 3336015017                                                                                                                                                                                                                 2023-02-23T09:31:51.577-06:00     2023-02-23T09:31:51.577-06:00     2023-02-23T09:31:51.577-06:00     0000000002685585032      00000000000000000000000000000003305576300000000000012208354   
0033055760                                                  0033055763                                                  null                                              0000000002685585039                                                  UNKWTH0000000200DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Test Local 4446051918                                                                                                                                                                                                                 2023-02-23T09:31:51.597-06:00     2023-02-23T09:31:51.597-06:00     2023-02-23T09:31:51.597-06:00     0000000002685585038      00000000000000000000000000000003305576300000000000012208354   
0033055770                                                  0033055773                                                  null                                              0000000002685585053                                                  UNKWTH0000000101DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Test Account 2941033555                                                                                                                                                                                                               2023-02-23T09:32:52.140-06:00     2023-02-23T09:32:52.140-06:00     2023-02-23T09:32:52.140-06:00     0000000002685585052      00000000000000000000000000000003305577300000000000012208354   
0033055770                                                  0033055773                                                  null                                              0000000002685585059                                                  UNKWTH0000000201DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Test Account 2941903666                                                                                                                                                                                                               2023-02-23T09:32:52.156-06:00     2023-02-23T09:32:52.156-06:00     2023-02-23T09:32:52.156-06:00     0000000002685585058      00000000000000000000000000000003305577300000000000012208354   
0033055785                                                  0033055788                                                  null                                              0000000002685585073                                                  UNKWTH0000000100DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Pay testONEa 7770203031                                                                                                                                                                                                               2023-02-23T09:33:52.492-06:00     2023-02-23T09:33:52.492-06:00     2023-02-23T09:33:52.492-06:00     0000000002685585072      00000000000000000000000000000003305578800000000000012208354   
0033055785                                                  0033055788                                                  null                                              0000000002685585079                                                  UNKWTH0000000200DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY Pay TestTwoa 8880204931                                                                                                                                                                                                               2023-02-23T09:33:52.508-06:00     2023-02-23T09:33:52.508-06:00     2023-02-23T09:33:52.508-06:00     0000000002685585078      00000000000000000000000000000003305578800000000000012208354   
0033055790                                                  0033055793                                                  null                                              0000000002685585175                                                  UNKWTH0000150821DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI CHECKPMT CHASEMTG 1029222                                                                                                                                                                                                                           2023-02-23T09:36:53.491-06:00     2023-02-23T09:36:53.491-06:00     2023-02-23T09:36:53.491-06:00     0000000002685585174      00000000000000000000000000000003305579300000000000012208354   
0033055790                                                  0033055793                                                  null                                              0000000002685585181                                                  UNKWTH0000150821DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI CHECKPMT CHASEMTG 1075222                                                                                                                                                                                                                           2023-02-23T09:36:53.507-06:00     2023-02-23T09:36:53.507-06:00     2023-02-23T09:36:53.507-06:00     0000000002685585180      00000000000000000000000000000003305579300000000000012208354   
0033055755                                                  0033055758                                                  null                                              0000000002685585187                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI CHECKPMT CHASEMTG 9015333                                                                                                                                                                                                                           2023-02-23T09:36:53.507-06:00     2023-02-23T09:36:53.507-06:00     2023-02-23T09:36:53.507-06:00     0000000002685585186      00000000000000000000000000000003305575800000000000012208354   
0033055755                                                  0033055758                                                  null                                              0000000002685585193                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI CHECKPMT CHASEMTG 8033333                                                                                                                                                                                                                           2023-02-23T09:36:53.523-06:00     2023-02-23T09:36:53.523-06:00     2023-02-23T09:36:53.523-06:00     0000000002685585192      00000000000000000000000000000003305575800000000000012208354   
0033055760                                                  0033055763                                                  null                                              0000000002685585199                                                  UNKWTH0000250001DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI REDEPCHECK CHASEMTG 901444                                                                                                                                                                                                                          2023-02-23T09:36:53.538-06:00     2023-02-23T09:36:53.538-06:00     2023-02-23T09:36:53.538-06:00     0000000002685585198      00000000000000000000000000000003305576300000000000012208354   
0033055760                                                  0033055763                                                  null                                              0000000002685585205                                                  UNKWTH0000250001DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI REDEPCHECK CHASEMTG 503444                                                                                                                                                                                                                          2023-02-23T09:36:53.554-06:00     2023-02-23T09:36:53.554-06:00     2023-02-23T09:36:53.554-06:00     0000000002685585204      00000000000000000000000000000003305576300000000000012208354   
0033055765                                                  0033055768                                                  null                                              0000000002685585211                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI REDEPCHECK 5895 3049555                                                                                                                                                                                                                             2023-02-23T09:36:53.554-06:00     2023-02-23T09:36:53.554-06:00     2023-02-23T09:36:53.554-06:00     0000000002685585210      00000000000000000000000000000003305576800000000000012208354   
0033055765                                                  0033055768                                                  null                                              0000000002685585217                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           STEPHANINI REDEPCHECK 9685 2069555                                                                                                                                                                                                                             2023-02-23T09:36:53.570-06:00     2023-02-23T09:36:53.570-06:00     2023-02-23T09:36:53.570-06:00     0000000002685585216      00000000000000000000000000000003305576800000000000012208354   
0033055770                                                  0033055773                                                  null                                              0000000002685585223                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           CHECK DESTROYED NO CHECK 5895 304591666                                                                                                                                                                                                                        2023-02-23T09:36:53.586-06:00     2023-02-23T09:36:53.586-06:00     2023-02-23T09:36:53.586-06:00     0000000002685585222      00000000000000000000000000000003305577300000000000012208354   
0033055770                                                  0033055773                                                  null                                              0000000002685585229                                                  UNKWTH0000012991DWithdrawal from null                                                                                                                                                                                                                                           CHECK DESTROYED NO CHECK 9685 004691666                                                                                                                                                                                                                        2023-02-23T09:36:53.586-06:00     2023-02-23T09:36:53.586-06:00     2023-02-23T09:36:53.586-06:00     0000000002685585228      00000000000000000000000000000003305577300000000000012208354   
0033055785                                                  0033055788                                                  null                                              0000000002685585416                                                  UNKDEP0000000504CDeposit to null                                                                                                                                                                                                                                                LeafFilter North Payment TestWEB 115070888                                                                                                                                                                                                                     2023-02-23T09:39:54.831-06:00     2023-02-23T09:39:54.831-06:00     2023-02-23T09:39:54.831-06:00     0000000002685585415      00000000000000000000000000000000000000000330557880012208354   
0033055785                                                  0033055788                                                  null                                              0000000002685585424                                                  UNKWTH0000000503DWithdrawal from null                                                                                                                                                                                                                                           LeafFilter North Payment TestWEB 112070888                                                                                                                                                                                                                     2023-02-23T09:39:54.846-06:00     2023-02-23T09:39:54.846-06:00     2023-02-23T09:39:54.846-06:00     0000000002685585423      00000000000000000000000000000003305578800000000000012208354   
0033085813                                                  0033085820                                                  null                                              0000000002685585496                                                  UNKWTH0000000101DWithdrawal from null                                                                                                                                                                                                                                           HUINKER BANK TES AUTOPAY TEST LOCAL 1116015017                                                                                                                                                                                                                 2023-02-23T09:46:58.167-06:00     2023-02-23T09:46:58.167-06:00     2023-02-23T09:46:58.167-06:00     0000000002685585495      00000000000000000000000000000003308582000000000000012208354   
